package name,reviewer name,review,rating
org.geometerplus.fbreader.plugin.local_opds_scanner,Laura Conrad,"I have a nit.  Actually, for my use case, it's a serious problem.  As advertised, it does seamlessly connect with the calibre server on my local network.  However, it (or maybe the install of FBReader Pro) removed the calibre server on a potentially external network, and I'm having trouble putting it back.  I don't think it should have taken away a feature I had working.    In other words, typing in the URL was a major pain, partly because it is not documented that the URL is different for FBReader than for a browser.  It is now easy, if it's a URL on the local network.  (You have to add /opds for FBReader).  Typing the URL for a non-local network is  still a major pain, if possible at all,  and this plugin or some other part of the FBReader infrastructure is making me do it again twice.",3
org.geometerplus.fbreader.plugin.local_opds_scanner,John Smith,"I love the FBReader app & plugins but I haven't actually been able to use all. I don't currently have Calibre installed & running on a desktop to use this but plan to. I have no djvu type books & have never seen any. Still, everything is great. IDK tho, I got the paid version & wonder if this, like other plugins, is now built in.",4
org.geometerplus.fbreader.plugin.local_opds_scanner,Armando Recorriendo el Mundo,"After years of use my device as ebook reader,  fbreader is the first application I install when I upgrade my device ,  cell phone or tablet. This is the best ebook reader I tried",5
org.geometerplus.fbreader.plugin.local_opds_scanner,VARANGIAN CAPTAIN,"I love FBR Reader, it has done everything required. I've upgraded to Premium, and now I'm encountering features that I'm unsure whether I need them or not. I don't know what Calibre is, or DjVu. I just want to read books with no fuss, preferably offline. I could do that better with FBR free. Still love the main App, though.",2
org.geometerplus.fbreader.plugin.local_opds_scanner,Kalebe Alves,Makes everything easier.,5
org.geometerplus.fbreader.plugin.local_opds_scanner,Daniel Strom,But it's NOT the only OPDS server. Don't call it a Calibre plugin unless it's for adding wireless device sync or such.,4
org.geometerplus.fbreader.plugin.local_opds_scanner,Arul Velan,"Installed Fbreader (ver 1.9.6.1) in ma nexus 5 Post which i downloaded couple of epubs from my gmail and the same got placed in the downlads folder of my nexus5 mobile. initally FBreader allowed me to add those epubs to the library and i started using it. was entharalled by the reading experience in FBreader, however it didn't last long. When i connected my nexus5 to cpu for charging some thing went wrong with the FBreader syncing and now my attempts to re-add the epubs to FBreader has failed gravely. Will appreciate if any of u help me to sort this.",3
org.geometerplus.fbreader.plugin.local_opds_scanner,Cynthia Barnett,Love TTS...,3
org.geometerplus.fbreader.plugin.local_opds_scanner,. Shannara,"This plugin does not recognize ANY OPDS server, let alone calibre.",1
org.geometerplus.fbreader.plugin.local_opds_scanner,Alex Vasilevich,Simple and working perfect,5
org.geometerplus.fbreader.plugin.local_opds_scanner,Martin Ott,Password entering support would be a nice addon.,5
org.geometerplus.fbreader.plugin.local_opds_scanner,A Google user,Just awesome,5
org.geometerplus.fbreader.plugin.local_opds_scanner,Rich Webmaster,"I have used this program on Windows 0$, All FBR downloads in the past are clean, I know the general rule by Geometer is all plugins or bonus add ons are different downloads & separate installs. Google play or Android market has everything however its not the best navigation system in the world. What slows the adding of plugins is all the icons are the same... knowing your not interested in 1 plugin with everything (and I agree, why install if never used), you make a numbered list. 0 is the FBReader main .exe .apk and 01 thru whatever have a static number that never changes & you make new icons that include said number (by script=easy). Also every new app added will update all your older app descriptions. This would make it faster for new installation and upgrades.... I have not run this android version yet, limited time right now, 5 star early! I miss the right mouse button on phones/tablets, copy, cut, paste... screen shots, full or sections, extract all images, text, urls, author info, etc... bookmarks, last viewed files, unlimited history... highlighting text with different colors, searchable by color & keyword.. sidenotes. Tks, FIBER0PTIC/FBR, Teh HUMBLE Guys, Napalm, & Worship",5
org.geometerplus.fbreader.plugin.local_opds_scanner,A Google user,"The plugin is good, simple to use, has all the features you might want (has even a ""scan local network"" for the lazy or dhcp users) BUT does not have any kind of field for a password. So I'm giving it only 4 stars. For now.  If you only use it on your own lan it's worth 5 stars hands down.",4
com.tonymaro.calibreLibrary.apk,alan browne,Used it for years,5
com.tonymaro.calibreLibrary.apk,Bernd Phoenix,not working,1
com.tonymaro.calibreLibrary.apk,A Google user,It is possible to choose a download location in other 5.0 apps. Having downloaded books in /sdcard/android/data/ is just lazy.,1
com.tonymaro.calibreLibrary.apk,M W,"The last update broke down-loading. I'm using Calibre-Library on a tablet running Andriod 6.0.1. Before the November 2016 update, all was well. I could d/l to intermal folder or on SD.  Now, I have to jump through hoops---reenter the d/l folder name on the SD two or three times before I can D/L books from my connection server. The error message is that the folder is read-only. It is not.   After jumping through enough hoops, I can d/l books but this is getting REAL OLD! I'm downgrading Calibre-Library from 5-Stars to 3-Stars. I hope the developer gets this fixed.",3
com.tonymaro.calibreLibrary.apk,Gary Lozon,Now it has become useless. You can no longer pick a download directory. I am uninstalling it.,1
com.tonymaro.calibreLibrary.apk,Geis R,"Used to be the perfect companion to my virtual library, but calibre DOES NOT WORK with my Verizon, lollipop version 5.0.2. The download path is nonexistent  and seeing as how you can't select your own path (for whatever reason, calibre makes this decision for you), you're screwed. The books exist in a non accessible virtual directory that you can't access. Broken. 1 star. Uninstalled and forgotten. Junk.",1
com.tonymaro.calibreLibrary.apk,Aladdin Bushrui,Not sure what use this app has...doesn't open or associate with any eBook format...All it does is download useless manuals and titles.  Piece of crap.,1
com.tonymaro.calibreLibrary.apk,Andrew Michael,This used to be a really good app but the recent updates for Android 5 have broken it as you can no longer specify the download folder and it puts the books in the wrong place for the Kindle reader.  A real shame!,1
com.tonymaro.calibreLibrary.apk,Sandra Vale,"I can no longer specify the books directory either on Android 4.4 or 5. As   My Moon Reader points to my original directory with all my files in it, and I've loads of books downloaded onto a specified directory in main memory (not sd card), this app is now totally useless.",1
com.tonymaro.calibreLibrary.apk,John Davis,WAS a great app for calibre users. I can no longer specify the download directory. I used to use it to download .mobi files to my kindle app's directory. I can no longer do so.,1
com.tonymaro.calibreLibrary.apk,Cary C,Don't be put off by the one-star ratings. They seem to all be by people who too lazy to read the app description and thus thought app would do things it was never meant to do. Sad that these people ding the app for their own laziness.  It does what it is designed to do perfectly well.,5
com.tonymaro.calibreLibrary.apk,Ana Coching,"I also downloaded other calibre stuff maybe they would work together but no. Setting up is confusing, so maybe you can assist me on this,  if not I would like to request for refund please.  Thanks!",1
com.tonymaro.calibreLibrary.apk,DeVery Yarborough,"Great when it worked, but continuous syncing issues pushed me  to try moon readers Calibre function (which is working flawlessly), haven't used the Calibre Library app since.",3
com.tonymaro.calibreLibrary.apk,Rejean Poudrette,"I was expecting an app that would acess the Calibre folder allowing me to make changes to the database, this is not it, this is read olny with very few options, the covers are very small and the Calibre application has to be running on your computer. Set up is not easy.",2
com.tonymaro.calibreLibrary.apk,George Appleby,"Why pay for this app when, compared to all other apps, installation is so involved.",1
com.tonymaro.calibreLibrary.apk,Bill Stewart,"I gave the application one star because I could not get this application going. It may be that the problem is not with this app.  I couldn't get the network server in Calibre going. After following the trouble shooting procedures for a couple of hours, I gave up. There are too many points in the network between Calbre, Window Firewall, and the Android OS where the problem could occur and it's not worth it (to me) to spend hours to resolve the problem. I have a lot of technical expertise; so, someone who isn't technical will have little chance. The work around is to copy the eBooks from the Calibre library to the Android library via USB connection.",1
com.tonymaro.calibreLibrary.apk,Will Harvey,"I've used it to connect with a USB cable, but it doesn't want to connect using a wireless connection. Wish I'd checked this earlier so I could have had a refund applied",2
com.tonymaro.calibreLibrary.apk,Anna Toss,Brilliant.,4
com.tonymaro.calibreLibrary.apk,A Google user,works great!,5
com.tonymaro.calibreLibrary.apk,Lee Walker,"If you have a large collection of ebooks, this is simply an ideal solution. Have your entire library at your finger tips.   But I can only seem to get it to work while I am on my home network.  It only seems to work with an internal network address. If I put in my public static IP then it doesn't work.  But I suspect I might be able to do some port forwarding",5
com.tonymaro.calibreLibrary.apk,Denise Kent,My go to app for transferring books. Took me a bit to set up. Now it's the #1 app I use most to transfer books from my calibre library on my PC to my nook color. So many different ways to sort and find the books I want to transfer. Well worth what I paid for it  1 1/2 years ago..,5
com.tonymaro.calibreLibrary.apk,Robert Kearns,I was not able to set up this app and after hours of trying and searching the net for fixes I stumbled across 'Calibre Companion' which fixed all my problems with the calibre program which would not recognising my Nexus 7. I am now able to 'send to device' using the wireless connection to my desk top. Forget about Calibre library and go for the simpler option of 'Calibre Companion',2
com.tonymaro.calibreLibrary.apk,Michael Plumley,"Don,t buy this App,as it installation is unreliable on Nook",1
com.tonymaro.calibreLibrary.apk,Kurt LaRue,"Took me less than 15 seconds to set up on my Tab 10.1. I now have easy access to my entire eLibrary, no more side loading for me.",5
com.tonymaro.calibreLibrary.apk,Jacob Schleappi,At first I was skeptical about paying for an app to access my free program. Moving one library later and I can say it was worth the investment. Tested on galaxy S3 and rooted nook simple touch.,5
com.tonymaro.calibreLibrary.apk,A Google user,"If you can't figure out how to install and configure this, you probably don't need it. As easy as any other opds client - great work!",5
com.tonymaro.calibreLibrary.apk,Michael Gould,"Terrible, shoddy work. The help file won't even load properly.  Poorly done. Only when searching through the about notes, they reveal that this is not affiliated in any with the pc version. Dishonest and craptacular.",1
com.tonymaro.calibreLibrary.apk,Ginger Pfankuch,"I have this program on my desktop and love it. Unfortunately, I after following all online suggestion, I still can't use the program. I was unable to get a refund because it took so much time to try and setup. Don't buy this program. Use the desktop version and save the money.",1
com.tonymaro.calibreLibrary.apk,Ray Walsh,Needlessly tedious to set up,1
com.tonymaro.calibreLibrary.apk,A Google user,"While I found the App to function as stated, Ir's hard to understand why anyone would need it on a Mobile device.",2
com.tonymaro.calibreLibrary.apk,A Google user,"Easy to set up and use, great having access to my entire library.",5
com.tonymaro.calibreLibrary.apk,A Google user,"Being a book geek I love Calibre and used it extensively in conjunction with my Kobo Touch. Naturally when I finally purchased my first Android tablet (Nexus 7) exporting my eBook library to my device was one of the first tasks on my agenda.  After fiddling about with manually placing my books on the SD card and being left unsatisfied by the lack of customization options in the Akido reader I stumbled across this app. Being a self confessed 'noob' I was slightly lost at first as it wasn't immediately apparent what I had to do to sync the device with my library. Eventually, I found the 'connect/share' button on the desktop program and then clicked 'start wireless connection'. After this I was away, syncing my vast library with properly formatted author and book names complete with customized front covers.  Thanks to the team at Calibre for making eReading such a pleasurable and unique experience, and for placing the power back in the hands of the reader rather than the Amazon type corporations.",5
com.tonymaro.calibreLibrary.apk,A Google user,Recently has begun to malfunction - cannot find the opds server (other apps do) for long stretches at a time. Then suddenly works just fine for a while.,3
com.tonymaro.calibreLibrary.apk,A Google user,Doesnt work well for me and very little support.,1
com.tonymaro.calibreLibrary.apk,A Google user,"Installed on my Nexus 7 and worked right off the bat.  Just turned on wireless in Calibre PC, put IP in via app settings, changed storage to my already existing ebook folder, and voila.  Had been using the web interface through Aldiko catalogs for couple years, but this has a nice interface and I wanted to support the development to hopefully get some features I would like to see in the future, e.g. setting rating in the app, flagging books already downloaded, showing more information like last read, not blinking out when wifi is off, etc.  I think it is still too early to give it 5 stars, but I can see the potential.",4
com.tonymaro.calibreLibrary.apk,A Google user,"It was worth the cheap price to give it a try, but won't connect to my PC.  Server started on PC and IP address set on this app, no conflict with virus detection or firewall apparent. My Nexus 7 is unlocked.  I will simply copy files over to a flash drive instead. You still might want to give this app a try however.",1
com.tonymaro.calibreLibrary.apk,A Google user,"But it's a lot of hassle to get there. A previous reviewer implies we should be grateful for the tutorial. I disagree. I think we should take it for granted and had the developer not provided one I've no doubt there'd be a great many more unhappy customers. Even with tbe tutorial there was a lot of cussing before I finally got it running ok. And in response to the same reviewer on a different complaint, no I don't read 12 books simultaneously but I still want my whole library on my tab. Hope that's ok.",4
com.tonymaro.calibreLibrary.apk,A Google user,"This app does not want to connect to my PC despite doing all advised and then some. Written to the author as he states he will help, 24 hrs later, zilch. I use other apps of a similar nature, like WiFi transfer pro without any problems. Why all this nonsense about contacting the author to get your money back I don't know, why not use the refund system other app authors use.",1
com.tonymaro.calibreLibrary.apk,A Google user,Too hard to set up server. You need to be an IT expert to use this software. Very disappointed. Software installed 10 minutes after purchasing!,1
com.tonymaro.calibreLibrary.apk,A Google user,This app won't download anything. You have to be very tech savvy to use it and if you are not then it is just a waste money.,1
com.tonymaro.calibreLibrary.apk,A Google user,"I've been using calibre for over a year. Works on my Xoom, Google Samsung Nexus phone, and now on my Nexus 7 tablet.",5
com.tonymaro.calibreLibrary.apk,A Google user,Can't read the books already on the device,1
com.tonymaro.calibreLibrary.apk,A Google user,"I tried to configure this on my.3.2 Android device and never could get it to work.  After following all the suggestions on the app help and Humanoid website it was.past the refund window.  I contacted Humanoid by email but got no response to either help get it working or receive a refund, so this app was a complete waste of money - hence, buyer beware!",1
com.tonymaro.calibreLibrary.apk,A Google user,"Excellent app, would have five stars if it allowed for multiple calibre servers to chose from in the menu.",4
com.tonymaro.calibreLibrary.apk,A Google user,Works great on my rooted Nook Simple Touch!  Perfect companion to Calibre and rooted e-ink reader.,5
com.tonymaro.calibreLibrary.apk,A Google user,The logo is similar but it doesn reformat or edit metadata or alot of other things that the very excellant PC does. I think this may be a scam.,1
com.tonymaro.calibreLibrary.apk,A Google user,"Type in your IP address, start Calibre, and download to your tablrt to your heart's content.",5
com.tonymaro.calibreLibrary.apk,A Google user,"App seems to work well and 3 bucks can't go wrong.  Instead of pointing to a Calibre server, would be nice if you could point it to a local XML OPDS file.  That way a person could use Calibre2OPDS to generate the library with links to local EPUB files, sync to Dropbox and then down to device via Dropbox and use this app as a generic local OPDS browser...  Would be perfect solution to my Nook Touch library issue!",5
com.tonymaro.calibreLibrary.apk,A Google user,Fantastic app - easy to set up and works perfectly.,5
com.tonymaro.calibreLibrary.apk,A Google user,"Connected to my main library fine. Downloads fine.   Problem: I really want to be able to just sync the entire library rather than downloading one by one. (or the tiny batch that another app offers).  Also in the list of books, it doesn't show which ones I've already downloaded until I tap on the book. A wee flag or something would be nice.  Lack of mass download or sync ability cost it 1 star.",4
com.tonymaro.calibreLibrary.apk,A Google user,Huh. CANNOT GET THIS APP TO WORK,1
com.tonymaro.calibreLibrary.apk,A Google user,"This app is perfect.  It does exactly what it should, with no hassles.  I can't even describe how much time I've spent with other apps trying to sync with calibre - and this is the only one that works.   Well done. Well worth the price!!",5
com.tonymaro.calibreLibrary.apk,A Google user,"But dev very reasonable with quick communication and refund outside Google 15-minute window. Shame though, the Calibre desktop version was exactly what I was looking for",4
com.tonymaro.calibreLibrary.apk,A Google user,Adequate but needs two additional features:  1. Ability to specify which app to use to open a book;  2. Ability to store more than one server address.,3
com.tonymaro.calibreLibrary.apk,A Google user,"Why would i want to buy this just for downloading my books? It doesn't let me download when my server/laptop is not running calibre, dropbox is better for sychronizing ebooks. Worst still it does not provide a way for me to open the downloaded books with another reader app. Totally useless!",1
com.tonymaro.calibreLibrary.apk,A Google user,This works great with my Transformer tablet.  Very easy to use.  Synced with my Calibre server no problems.,5
com.tonymaro.calibreLibrary.apk,A Google user,Love it. One of my top 3 apps.,5
com.tonymaro.calibreLibrary.apk,A Google user,Does NOT auto-sync with Calibre library. Is a good browser for calibre's content server but downloads require manual intervention for each book/feed.,2
com.tonymaro.calibreLibrary.apk,A Google user,Does exactly what it says on the tin. Being able to specify the download folder was reason enough to buy this for my Asus Transformer.,5
com.tonymaro.calibreLibrary.apk,A Google user,"The app sync'd my 700 title library with no problem. Being able to search and download from my master Calibre Library ended my fruitless search for a reader app with an excellent catalog, this will work nicely in tandem with my preferred reader app. The UI is intuitive and responsive but I can't wait to see future enhancements. My ISPs dynamically assigned IPs make it a little less convenient to use than it could be but that's not the developer's fault.",5
com.tonymaro.calibreLibrary.apk,A Google user,"Very easy to use, and it supports authentication as well!",5
com.tonymaro.calibreLibrary.apk,A Google user,Works well with the ATT HTC inspire,5
com.tonymaro.calibreLibrary.apk,A Google user,Great dev support. Works great on nook touch.,5
com.tonymaro.calibreLibrary.apk,A Google user,"This app can access, catalog, search, and then download my choices from my mega-huge Calibre library without choking (5,000+ books and reference documents). Pretty impressive and more than worth the money!",5
com.tonymaro.calibreLibrary.apk,A Google user,"Loved it initially. Now it fails Google license check, or refuses to download my books. Copy protection trumps authorized use. I paid. Let me use!",2
com.tonymaro.calibreLibrary.apk,A Google user,This app extends the awesome Calibre app to your device in a very usable fashion.,4
com.tonymaro.calibreLibrary.apk,A Google user,The point of me getting this app was to be able to sync my books from my computer to my phone and read them natively inside the application.,3
com.tonymaro.calibreLibrary.apk,A Google user,I would LOVE it if we could restrict the formats shown or at least have the page not scroll to the top when multiple formats are available.,4
com.tonymaro.calibreLibrary.apk,A Google user,"Easy to set up, works really well. Fantastic app!",5
com.tonymaro.calibreLibrary.apk,A Google user,Has worked flawlessly for me...i don't buy the overly negative comments.,5
com.tonymaro.calibreLibrary.apk,A Google user,"Nice app, works well and is a slick, fast, very convenient way of accessing your Calibre library. The developer is very responsive and dedicated.",5
com.tonymaro.calibreLibrary.apk,A Google user,"Its a good app, though aldiko and moon reader support this natively.",4
com.tonymaro.calibreLibrary.apk,A Google user,Crashes on gtab ---- 2.99 down in the drain,1
com.tonymaro.calibreLibrary.apk,A Google user,"Awesome app. Had it up and working without an issue within a minute of download. Yes, it is that easy! Droid X",5
com.tonymaro.calibreLibrary.apk,A Google user,Ill give it five stars if it would stop the fcs. Cm7 on nook color.,4
com.tonymaro.calibreLibrary.apk,A Google user,"Try the new update, much better error handling and network code!",5
com.tonymaro.calibreLibrary.apk,A Google user,I'm a tech and couldn't get it to work. There are no docs for setting up through incoming network via the net. If configured direct it may work but I don't unsetup and resetup anything for an app.,1
com.tonymaro.calibreLibrary.apk,A Google user,Definitely definitely definitely worth the 2.99!! Great app. Runs perfect on my NC on CM7.,5
com.tonymaro.calibreLibrary.apk,A Google user,Fantastic app.,5
com.tonymaro.calibreLibrary.apk,A Google user,"Great app, makes it a breeze to load new books wirelessly from anywhere in my wifi network",5
com.tonymaro.calibreLibrary.apk,A Google user,This guy's app its top notch,5
com.tonymaro.calibreLibrary.apk,A Google user,Already uninstalled it after spending way over an hour attempting to configure the app...way too complicated for something that is supposed to be a convenience.,1
com.tonymaro.calibreLibrary.apk,A Google user,App is awesome and the dev responds very quickly if you have any problems or questions.,5
com.tonymaro.calibreLibrary.apk,A Google user,"The interface for downloading books is nice, but the app crashes each time I try to download .epub files from my calibre library. Waste of $2.99, looking to request a refund. Android 2.3",1
com.tonymaro.calibreLibrary.apk,A Google user,Sweet app! Took 30 secs to setup the Caliber app on my pc to connect. Requires pc version of app (free),5
com.tonymaro.calibreLibrary.apk,A Google user,Works flawlessly. 5 stars when covers are visible when sideloaded into Nook. The naysayers are suffering from retardation.,4
com.tonymaro.calibreLibrary.apk,A Google user,"Awgul, crashes if any ebooks habe more than one format. Gives wrong info on last downloaded file. Bad performance: a shame one has to pay for such sw",1
com.tonymaro.calibreLibrary.apk,A Google user,Not associated w calibre. Never worked. Save your $$$$,1
com.tonymaro.calibreLibrary.apk,A Google user,Great app. Love having access to my library on the go.,5
com.tonymaro.calibreLibrary.apk,A Google user,"This app is a must-have for ANY calibre user. It makes browsing and transferring your ebooks from your pc-served calibre library a breeze. Some initial small problems were immediately and effectively addressed by the author -- effort on his part that results in the app becoming useful for a much larger number of users. I look forward to future revisions as this app develops. @Uyen: I hate to tell you, but the problem is almost certainly you. This author doesn't leave anyone hanging.",5
com.tonymaro.calibreLibrary.apk,A Google user,Works great with the nook app!,5
com.tonymaro.calibreLibrary.apk,A Google user,Working great on Moto Droid,5
com.tonymaro.calibreLibrary.apk,A Google user,Tonyhas been of great help in setting up. Great app!,5
com.tonymaro.calibreLibrary.apk,A Google user,This app is great.... Don't understand the bad review stating the app doesn't work..most likely another case of user error..droid X,5
com.tonymaro.calibreLibrary.apk,A Google user,Not working and no refund available! Be aware of this guy! Don't buy! It is just rubbish!,1
com.tonymaro.calibreLibrary.apk,A Google user,"Does just what it says, fast and responsive. And the same goes for the developer's support. Great app.",5
com.tonymaro.calibreLibrary.apk,A Google user,Does what it says. Very responsive dev.,5
com.tonymaro.calibreLibrary.apk,A Google user,Great app! Developer was very nice and helpful when I couldn't get it set up. Thanks!,5
com.tonymaro.calibreLibrary.apk,A Google user,Great app and a very responsive dev making it better.,5
com.multipie.calibreandroid,Sandra Vale,"Fully featured and works properly on both 4.4 and 5.0. You can specify download directory and it is easy to use. Works brilliantly on my pc, tablet and phone",5
com.multipie.calibreandroid,Paul Randall,As android apps go..I tried many things including a public IP address this app appears to be too complicated for me. I am exhausted trying and will give up. What did work is using Firefox and inputting the public IP address simple perhaps you could lead me to a very good tutorial,1
com.multipie.calibreandroid,Jeff Bennion,"Great app, but the website is down so I can't read the documentation or the FAQ. Says ""critical WordPress error.""",4
com.multipie.calibreandroid,Arshad Haroon,It's a nice software,5
com.multipie.calibreandroid,Michael Shannon,"Help.i have Android 10, my phone had to be factory reset and now I can't set up CC.i use Dropbox, during set up it says to pick a new directory because the default is read only, but it won't let me change the directory. Does anyone know how to fix?",1
com.multipie.calibreandroid,Adam Seese,Works perfect,5
com.multipie.calibreandroid,Peter Thomas,"Developer seems to have disappeared. Search for ""Calibre Sync"" for a similar product with active support.",1
com.multipie.calibreandroid,Rastislav Seffer,Works well,5
com.multipie.calibreandroid,Jason Ghandi,Broke and messy. Management functions are poor,2
com.multipie.calibreandroid,Nicu Barjoianu,Not working. Trying to connect to Box will get you stuck on the Authenticating screen,1
com.multipie.calibreandroid,Marie Cooper,Wonderful app! Perfect solution for my large library. I have Calibre on my computer and this is the best method to take books on the go. Easy to use. Worth it to install and see for yourself. So customizable.,5
com.multipie.calibreandroid,Alan Tustain,It works really well and is reliable,5
com.multipie.calibreandroid,antônio díaz,Great application for organizing & converting ebooks.,5
com.multipie.calibreandroid,John Harold Leotangco,This app has been abandoned and not supported anymore. It will just be a waste of money to buy this right now.,1
com.multipie.calibreandroid,Catherine Dean,Shorten surveys to only one damn page!,4
com.multipie.calibreandroid,eli334,Works for my purposes.,5
com.multipie.calibreandroid,Daniel Ems,This is a MUST HAVE app for anyone who uses Calibre for ebook management.,5
com.multipie.calibreandroid,David Jackson,Intrusive,1
com.multipie.calibreandroid,Arsalan Siddiqui,"I installed on my Pixel 5, my calibre library is on Box. It doesn't connect to Box, gets stuck at authenticating stage after when I put my password and MFA code. Please let me know who to contact for this, just paid for this and its not working.",1
com.multipie.calibreandroid,Thomas Reavey,Just what you need for total library control on Android.,5
com.multipie.calibreandroid,JoAnne Mehl,Fantastic app,5
com.multipie.calibreandroid,Mariusz Przybytek,"Excellent. Keeps my PC caliber and android phone libraries nicely synchromised. Very Easy to set up and use. stopped working, cannnot connect anymore.😟",5
com.multipie.calibreandroid,Paul Graham,"I've been using Calibre for a long time and always wanted my extensive library with me when out shopping for new books. Now I can and it works brilliantly! My library is on my main computer, my laptop, phone and tablet so always available with only a few moments syncing.",5
com.multipie.calibreandroid,Eric H. Anderson,This app lets me easily share and sync my books between my phone and the Calibre program on my laptop. It's easy to use and works well. Be aware that you will need a separate app for reading the books; I highly recommend Moon Reader Pro.,5
com.multipie.calibreandroid,Clem Morton,"GREAT ... Except, slight problem... When operating DeX windowed mode on the Samsung Galaxy S6 lite, the window becomes inaccessible after entering the settings menu. Forcing the program to be killed to get back out, which means any settings just set don't get saved... So... Work and polish need to be done in DeX mode... A mode that's going to gain a lot of popularity once it's discovered.",2
com.multipie.calibreandroid,Herman Kapp,Fantastic to use on its own to browse library or with Fbreader app. Used it for many years with no issues. Thanks to the devs and everyone else for making this program and app so useful,5
