package name,reviewer name,review,rating
net.takoli.regexgen,A Google user,Very useful,5
net.takoli.regexgen,A Google user,Keyboard doesn't drop out of the way so can't see answer. Useless. Sam gal s6.,1
net.takoli.regexgen,Adarsha H D,Love it!,5
net.takoli.regexgen,Robert Shiplett,Cannot clear; must select to share,1
net.takoli.regexgen,Ashutosh Mishra,Okayish,2
net.takoli.regexgen,Robert Goley,Installed this expecting something similar to the txt2regex Linux utility. This app is extremely limited in comparison. It does not allow more complex expressions or regex language variants.,2
net.takoli.regexgen,Stefano Gualandi,"Nice and simple app but when used with the Google keyboard, at the end the keyboard does not disappear and it is not possible to read the final regex. If you solve this problem, I will rate the app with 5 stars.",3
net.takoli.regexgen,Dale Ferrier,This is not an iphone app we should not be locked into only portrait orientation.,4
net.takoli.regexgen,DG TALE,Excellent,5
net.takoli.regexgen,Igor Varfolomeev,"Eorks, but quite limited.",4
net.takoli.regexgen,Waqqar Azeem,I am always bad with Reg Expressions but this solved a problem.,5
net.takoli.regexgen,Tochukwu Nnyigide,It's pretty cool...,5
net.takoli.regexgen,Oren B,No donation Pack ?,5
net.takoli.regexgen,Rudy Kohn,Really easy to use.,5
net.takoli.regexgen,Abarajithan,Kinda useful!,4
net.takoli.regexgen,arun prasad,Useful,5
net.takoli.regexgen,mamba black,Excellent idea. :),5
net.takoli.regexgen,Alex Plumbley-Jones,Thank you for the share button!,4
net.takoli.regexgen,Eden Biskin,"This app is a great tool for those new to the vast world of regular expressions, offering a simple interface that guides one through the construction of a simple regex with or without alternation. It even comes packaged with a small cheat sheet that covers basic wildcards and some other common syntax, which is a useful tool even for experienced ""regexers."" Don't expect this app to help you build expressions for anything more than basic matches, though.",4
net.takoli.regexgen,Michael Duddles,Great functionality and UI,5
net.takoli.regexgen,Aadesh Srivastava,Awesome,5
net.takoli.regexgen,Nod Swal,I expected more. There are options set all the time between sections .* and /b,3
net.takoli.regexgen,Kishan K,Good one but only very 3 cases handled,3
net.takoli.regexgen,curusarn,for dev: I can send pics if you want to see them. I love the cheat sheet!,4
net.takoli.regexgen,Nicky Doyle,I'm using tasker and autovoice which uses PCRE. Support for that would be the best. Paste to CLIPBOARD button ;),3
net.takoli.regexgen,Abhinav Gupta,Hats off to developer who develops it. Thanks for making such a great app.,5
net.takoli.regexgen,Ben Veal,Useful,4
net.takoli.regexgen,Tim Loftus,"This is great for learning to use regular expression. Just type stuff in, see what happens, and look at the cheat sheet for clarification.",5
net.takoli.regexgen,Ryan Cobden,It looks great and works well. I was happy to see a cheat sheet. I wish it had templates for email and web addresses.,5
net.takoli.regexgen,A Google user,"""Say no to learning the syntax' LOL. But this is a very good way to learn it.",5
net.takoli.regexgen,Sean,Works great,5
net.takoli.regexgen,Zsemberovszky Zsuzsanna,Great app!,5
net.takoli.regexgen,Alan Truly,"Works great now. It's a big timesaver and would be a great learning tool also. The developer is very responsive, made a quick fix for a minor problem.",5
net.takoli.regexgen,Alpha Bah,Simple and elegant way of learning regex !!!!,5
de.chagemann.regexcrossword,Zucriy Amsuna,"It was fun while it lasted. I enjoy regex puzzles, and these satisfied that craving, but there are only a few levels.",5
de.chagemann.regexcrossword,Erik Johnson,It's fun but there are only 19 puzzles and half are the tutorial,4
de.chagemann.regexcrossword,64_Tesseract,"Awesome idea... but there only are 10 levels, so...",3
de.chagemann.regexcrossword,kebakent,"Quite fun, but a little too easy. I could have used a description at the beginning, explaining that the regex was of python variation and applied to the entire row/col.",5
de.chagemann.regexcrossword,C,"Thanks for this, very nice app for practising.",5
de.chagemann.regexcrossword,Woebbi Woebbi,"Fun little game, wish there were more levels",5
de.chagemann.regexcrossword,Elena M,"I am sure it is a great app, but a tutorial that does not explain how the game works and what I should try to achieve is not really a tutorial, nor it tells me why my answer is wrong. It also assumes that I know the regex rules: actually, I wanted to learn them in more fun way. Pity.",1
de.chagemann.regexcrossword,Pavitra Golchha,Nice to see a regex game!,5
de.chagemann.regexcrossword,Alex Forkosh,Great game. Please make more levels!!!,5
de.chagemann.regexcrossword,R Google,"I like the game, but I really don't like that I can't see all of the regex patterns at once.",3
de.chagemann.regexcrossword,Jon Jablon,"Good app for what it is, but there are only six puzzles, and five of them are 2x2. This app is useful for approximately ten minutes. Make more puzzles please!",3
de.chagemann.regexcrossword,The Fox,"Paid the whole price of 40€ back in the day, worth every penny. Good thing it's for free now, though. Gonna download it for my five kids to learn some valuable life lessons.",5
de.chagemann.regexcrossword,A Google user,"Love the idea, but it does not work at all. Not the idea, the program itself. I could not enter any more than a single character into any of the textareas. Please fix. I will give it more stars once its playable.",2
ch.dissem.android.regexmatcher,Muhammad Sabir,Thank you its helpul .,5
ch.dissem.android.regexmatcher,Marco Ratto,Not works with big files,1
ch.dissem.android.regexmatcher,Mike Rodarte,"It shows if there is a match or not, but it doesn't show matched groups.",3
ch.dissem.android.regexmatcher,A Google user,Nice little app. I would keep and probably frequently use if it had a few more features and help functions our maybe even snipers.,4
ch.dissem.android.regexmatcher,A Google user,Nice and handy little tool!,5
ch.dissem.android.regexmatcher,A Google user,"Great app, would be perfect if it included a small regex reference guide and some common examples, like for email address, URL, etc.",4
ch.dissem.android.regexmatcher,A Google user,nice but need snippets and better GUI,5
ch.dissem.android.regexmatcher,A Google user,good work! would also love prev/next buttons or some kind of history.,5
ch.dissem.android.regexmatcher,A Google user,nice! Please add next/back buttons to cycle through each match (or highlight all matches at once?),4
com.sevenbit.regexenator,Charles Cares,It hasn't been updated since 2014. To be honest it remains a really good tool.,4
com.sevenbit.regexenator,Rajay Thompson,One of the best regex tools for android I'd suggest this to anyone,5
com.sevenbit.regexenator,Ralph Bigio,"Horrible layout, no way to access clipboard, ANA you want me to pay for what I can't use? Last updated 2014, 4 years ago!",1
com.sevenbit.regexenator,A Google user,"Thank you, great app. Could do with a UI update.",5
com.sevenbit.regexenator,Jacob Parker,A good regex tester and dev tool. Intuitive useful features. Only improvements that could be made are as-you-type regex matching and colored selected groups. Best working all around playstorr regex tester I could find. Was worth the pro upgrade just to help show appreciation to the developer for quality work.,5
com.sevenbit.regexenator,Tolik Varlamov,Excellent app! Very very convenient to use! Especially when it comes to typing characters like ^{}\|$[ and ] with a mobile keyboard.,5
com.sevenbit.regexenator,A Google user,Awesome,5
com.sevenbit.regexenator,Gagandeep Saini,Good,5
com.sevenbit.regexenator,Chris Pierce,"I'm using this app as part of a coding process for a translator I'm making, but I really don't know anything about coding or how to use it. My question is if it's highlighted, does that mean it's matched? It would be nice to know I'm using it right before I try to enter it in without any result",4
com.sevenbit.regexenator,Anand Betanabhotla,Looking forward to seeing more interesting additions to cookbook.,5
com.sevenbit.regexenator,curusarn,"sweet app, configurable buttons are the best",5
com.sevenbit.regexenator,Robert Ryan,"Easy to use and feature packed, this is my go to resource. The only thing it lacks is the ability to display captured groups in different colors.",5
com.sevenbit.regexenator,Brian Lalonde,"Full regex power! It would be nice to save named regexes as Send targets, that would then offer a new Send destination after replacing using the regex.",4
com.sevenbit.regexenator,Troy Dalton,"Seems quite capable so far, but I want to test a few of the claims made in some of the bad reviews.  If everything checks out, I will commit (support the developer).  UPDATE: Purchased.  I've had no trouble whatsoever and the developer is vested and happy to help.  I highly recommend Regexenator.",5
com.sevenbit.regexenator,Louis Maddox,"Matches regex, but without highlighting capture groups any differently",3
com.sevenbit.regexenator,A Google user,I am ready to learn.,5
com.sevenbit.regexenator,A Google user,best-featured & stable regex tool,5
com.sevenbit.regexenator,V S,Fantastic but it doesn't recognise carriage returns via the $ character meaning I can't copy/paste multiline test data. Still the best available on Android though.,4
com.sevenbit.regexenator,David D,"This is the only app i've found which will allow backreference to search expressions from the replace expression. My only problem with the app is that it will not insert \n chars for some strange reason. Instead of new lines, it simply inserts ""n"". It also won't recognize ^ and $ as line begin and end.",4
com.sevenbit.regexenator,A Google user,Fantastic,5
com.sevenbit.regexenator,M K,"Exactly what I was expecting, but better!",5
com.sevenbit.regexenator,Valerie Burch,Awesome!   Best one available!,5
com.sevenbit.regexenator,Ankur Baranwal,It is one thing to struggle to make an app that tries to do something well. It's a totally different thing if you set out to make an app that does something you know little about in the first place. At least 3 of the 6 or so free examples in the cookbook are just wrong. To then expect payment for showing the rest is inexcusable.,1
com.sevenbit.regexenator,Mike Hickman,I've tried them all. This one is the best.,5
com.sevenbit.regexenator,Seth Mielke,Easy to use. Convenient to save my regex for later.,5
sky.programs.regexh,Wadee Noor,Nice,5
sky.programs.regexh,Bob N.,"I do not know why the people who are given this app such a high rating. First off, you cannot open files. Secondly, the text window is way too small. Thirdly, multiline is backwards. "".*the"" shouldn't select the entire text when multiline is disabled. When disabled, it should stop at the first ""the"" it finds. Fourth, there is no find next. ..and lastly, but not the lease, there is no text field for you to enter a replacement string.i",1
sky.programs.regexh,Cutie Rei,This is top notch regex for mobile it reduces my time using codes to do regex and actually just put text and the pattern i highly suggest using this app (plus the dark mode is like heaven except everything is dim because you don't want to blind your eye with bright theme),5
sky.programs.regexh,Mohammad Abdullah Farooqui,"Wonderful app, but please add a dark theme.",5
sky.programs.regexh,Gabe Krause,Well built! Bravo! And THANK YOU!,5
sky.programs.regexh,Eric Van de Kerckhove,"Brilliant app! This app does everything you need for learning, creating and testing regex, absolutely beautiful.",5
sky.programs.regexh,Survivalcraft Dicas,"It really works, I thought it didn't because you haven't added lookbehind to the help and the explain section",5
sky.programs.regexh,David Morrow,"My previous review was incorrect. This thousand place inserter works perfect! \B(?=(\d{3})+(?!\d)) Then replace with , (comma)",5
sky.programs.regexh,Moses Katsina,"Font size are too big and when typing a regex, my keyboard seems to cover the results that has been matched which forces me to close the keyboard and review what has been matched",5
sky.programs.regexh,Garry Kraemer,Best regex Android app I have found. Works great and provides explanation!,5
sky.programs.regexh,Shannon Carrier,Great app with quick support! The dev team is activly working with me on the small issues I'm having. A++,5
sky.programs.regexh,殺Mustafa,"I love regex I love android app, so here is your five stars keep it improving,, suggestion: when key board is open remove the orange navigation bar so I can see LIVE what my regex syntax highlighted without having to close keyboard every time this will boost the learning;maybe landscape mode not so needed but would enlarge the screen space;for some phone when using inapp keyboard the orange one the normal keyboard should never show it conflicts it keyboard should show only when inapp one is off",5
sky.programs.regexh,Valii K. Devi,"Amazing app ! I need regex for some text files and I was using some online tools, but an app for android is always bettter optimized. Plus with explanations. Thanks !",5
sky.programs.regexh,6rs7rd7ts,It dosent work,1
sky.programs.regexh,John Murphy,Excellent app. Done everything I needed,5
sky.programs.regexh,pmc Retro,Great regex app.,5
sky.programs.regexh,nora luto,"Good app. However, it seems that tab(\t), newline(\n), etc do not work when replacing words. I have updated to the lastest version but the issue remains.",4
sky.programs.regexh,Luis Alves,"Really amazing app! Congratulations developer, it is super light and well done.",5
sky.programs.regexh,Karthi Kn,"if i try to paste long text, app isn't responding edit : Fixed by developer,within 1 day..",5
sky.programs.regexh,Naveed Hassan,make options for Dotall & end of line mode,4
sky.programs.regexh,Alex Plumbley-Jones,Using this pretty regularly in concert with fd and rg on Linux. Still using regex101 on the web.,5
sky.programs.regexh,Alexander Mitov,With this app you can easy understand the regex expressions.,5
sky.programs.regexh,Nghia Trinh,good! thank you so much.,5
sky.programs.regexh,Hackerz Network,good app,5
sky.programs.regexh,Sabit Kondakçı,I loved it,5
sky.programs.regexh,Victor Herrero Dumortiez,Very nice regex app! Just what I needed :),5
sky.programs.regexh,Ralph Bigio,Finally someone that made something useful! Need to have clipboard back and forth. It would really be awesome to run a replace or match on any clipboard item and put that back on the clipboard by a button. (This is the primary thing I am looking for.),4
sky.programs.regexh,Source Code,Excellent. Just what I was looking for. Bravo developers.,5
sky.programs.regexh,Matthew Seagle,Does exactly what I need it to. Including explanation.,5
sky.programs.regexh,Duncan Brown,"By far the best RegEx app that I've found. Especially since it has the Replace feature. (Couldn't find that in any other app) Definitely deserves a 5 star rating. The only issue that I have, is that I can't find any info on what the Full version offers.",5
sky.programs.regexh,John Billot,Great app. Does exactly what I want.,5
sky.programs.regexh,Soli Engineer,"Great app. If only you could add 1 final thing:- 1.Provision to enter the 
data you want to extract from. 2. then enter the data you actually want 
from within the original data 3. Get the result as a regex I understand 
this would not be practical in many cases but would be very helpful in 
straight forward cases. Just a thought....",5
sky.programs.regexh,Zeeshaan Ali,"(1)There is no alternative color highlight (look for Regexpal). Having only single color it all looks same.  I am expecting at least two alternate color highlights in the next version. ---------------- (2)And also it would have been nice if the count of matches was shown above the text. In case of large text we only get to know after scrolling. ---------------- (3) Editing the large text is also painful, very small text box. It should have got expanded while editing.  ----------------- All other features are good, this app has the potential to be the best regex app. I will change my rating if the above problems are solved.",3
sky.programs.regexh,Rapha Lopes,Very helpful app. Beautifully designed as well. Thanks!,5
sky.programs.regexh,Greg McAuliffe,"Seems really good, of all the other regex apps I've tried. 2 suggestions: 1. make the pop-up cheat sheet (? mark) sticky so it stays on the screen until you tap again, and 2. offset the text fields from the edge of the screen a bit. It's difficult to move the cursor to the far left, for example, esp with a screen protector. Update: wow, implemented both suggestions overnight!  Crazy response time ;)",5
sky.programs.regexh,Don Tessier,Best regular expression tool that I have found. Easy to use and very clear explanation,5
sky.programs.regexh,J Perry,By far the easiest regex tool in the play store retention is better too.,5
sky.programs.regexh,Mio Akiyama,"Has text replace, exactly what I was looking for",5
com.phikal.regex,Wadee Noor,Nice,5
com.phikal.regex,Bob N.,"I do not know why the people who are given this app such a high rating. First off, you cannot open files. Secondly, the text window is way too small. Thirdly, multiline is backwards. "".*the"" shouldn't select the entire text when multiline is disabled. When disabled, it should stop at the first ""the"" it finds. Fourth, there is no find next. ..and lastly, but not the lease, there is no text field for you to enter a replacement string.i",1
com.phikal.regex,Cutie Rei,This is top notch regex for mobile it reduces my time using codes to do regex and actually just put text and the pattern i highly suggest using this app (plus the dark mode is like heaven except everything is dim because you don't want to blind your eye with bright theme),5
com.phikal.regex,Mohammad Abdullah Farooqui,"Wonderful app, but please add a dark theme.",5
com.phikal.regex,Gabe Krause,Well built! Bravo! And THANK YOU!,5
com.phikal.regex,Eric Van de Kerckhove,"Brilliant app! This app does everything you need for learning, creating and testing regex, absolutely beautiful.",5
com.phikal.regex,Survivalcraft Dicas,"It really works, I thought it didn't because you haven't added lookbehind to the help and the explain section",5
com.phikal.regex,David Morrow,"My previous review was incorrect. This thousand place inserter works perfect! \B(?=(\d{3})+(?!\d)) Then replace with , (comma)",5
com.phikal.regex,Moses Katsina,"Font size are too big and when typing a regex, my keyboard seems to cover the results that has been matched which forces me to close the keyboard and review what has been matched",5
com.phikal.regex,Garry Kraemer,Best regex Android app I have found. Works great and provides explanation!,5
com.phikal.regex,Shannon Carrier,Great app with quick support! The dev team is activly working with me on the small issues I'm having. A++,5
com.phikal.regex,殺Mustafa,"I love regex I love android app, so here is your five stars keep it improving,, suggestion: when key board is open remove the orange navigation bar so I can see LIVE what my regex syntax highlighted without having to close keyboard every time this will boost the learning;maybe landscape mode not so needed but would enlarge the screen space;for some phone when using inapp keyboard the orange one the normal keyboard should never show it conflicts it keyboard should show only when inapp one is off",5
com.phikal.regex,Valii K. Devi,"Amazing app ! I need regex for some text files and I was using some online tools, but an app for android is always bettter optimized. Plus with explanations. Thanks !",5
com.phikal.regex,6rs7rd7ts,It dosent work,1
com.phikal.regex,John Murphy,Excellent app. Done everything I needed,5
com.phikal.regex,pmc Retro,Great regex app.,5
com.phikal.regex,nora luto,"Good app. However, it seems that tab(\t), newline(\n), etc do not work when replacing words. I have updated to the lastest version but the issue remains.",4
com.phikal.regex,Luis Alves,"Really amazing app! Congratulations developer, it is super light and well done.",5
com.phikal.regex,Karthi Kn,"if i try to paste long text, app isn't responding edit : Fixed by developer,within 1 day..",5
com.phikal.regex,Naveed Hassan,make options for Dotall & end of line mode,4
com.phikal.regex,Alex Plumbley-Jones,Using this pretty regularly in concert with fd and rg on Linux. Still using regex101 on the web.,5
com.phikal.regex,Alexander Mitov,With this app you can easy understand the regex expressions.,5
com.phikal.regex,Nghia Trinh,good! thank you so much.,5
com.phikal.regex,Hackerz Network,good app,5
com.phikal.regex,Sabit Kondakçı,I loved it,5
com.phikal.regex,Victor Herrero Dumortiez,Very nice regex app! Just what I needed :),5
com.phikal.regex,Ralph Bigio,Finally someone that made something useful! Need to have clipboard back and forth. It would really be awesome to run a replace or match on any clipboard item and put that back on the clipboard by a button. (This is the primary thing I am looking for.),4
com.phikal.regex,Source Code,Excellent. Just what I was looking for. Bravo developers.,5
com.phikal.regex,Matthew Seagle,Does exactly what I need it to. Including explanation.,5
com.phikal.regex,Duncan Brown,"By far the best RegEx app that I've found. Especially since it has the Replace feature. (Couldn't find that in any other app) Definitely deserves a 5 star rating. The only issue that I have, is that I can't find any info on what the Full version offers.",5
com.phikal.regex,John Billot,Great app. Does exactly what I want.,5
com.phikal.regex,Soli Engineer,"Great app. If only you could add 1 final thing:- 1.Provision to enter the 
data you want to extract from. 2. then enter the data you actually want 
from within the original data 3. Get the result as a regex I understand 
this would not be practical in many cases but would be very helpful in 
straight forward cases. Just a thought....",5
com.phikal.regex,Zeeshaan Ali,"(1)There is no alternative color highlight (look for Regexpal). Having only single color it all looks same.  I am expecting at least two alternate color highlights in the next version. ---------------- (2)And also it would have been nice if the count of matches was shown above the text. In case of large text we only get to know after scrolling. ---------------- (3) Editing the large text is also painful, very small text box. It should have got expanded while editing.  ----------------- All other features are good, this app has the potential to be the best regex app. I will change my rating if the above problems are solved.",3
com.phikal.regex,Rapha Lopes,Very helpful app. Beautifully designed as well. Thanks!,5
com.phikal.regex,Greg McAuliffe,"Seems really good, of all the other regex apps I've tried. 2 suggestions: 1. make the pop-up cheat sheet (? mark) sticky so it stays on the screen until you tap again, and 2. offset the text fields from the edge of the screen a bit. It's difficult to move the cursor to the far left, for example, esp with a screen protector. Update: wow, implemented both suggestions overnight!  Crazy response time ;)",5
com.phikal.regex,Don Tessier,Best regular expression tool that I have found. Easy to use and very clear explanation,5
com.phikal.regex,J Perry,By far the easiest regex tool in the play store retention is better too.,5
com.phikal.regex,Mio Akiyama,"Has text replace, exactly what I was looking for",5
